epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,1993.13,0.87802,0.54069,0.84532,0.92546,0.84956,0.95589,0.68692,0.95539,0.55137,0.8957,0.0002378,0.0002378,0.0002378
180,2004.01,0.86057,0.53606,0.84376,0.87255,0.90884,0.96081,0.6865,0.97665,0.54595,0.89848,0.0002279,0.0002279,0.0002279
181,2014.93,0.8873,0.5282,0.83566,0.91278,0.86726,0.95391,0.6811,0.95992,0.5488,0.89291,0.000218,0.000218,0.000218
182,2025.82,0.89728,0.52598,0.84625,0.88526,0.88759,0.9523,0.68875,0.94928,0.52846,0.9006,0.0002081,0.0002081,0.0002081
183,2036.75,0.90325,0.52549,0.82725,0.92296,0.83186,0.95206,0.67093,0.98155,0.53776,0.89783,0.0001982,0.0001982,0.0001982
184,2047.66,0.90005,0.52294,0.83648,0.85975,0.9292,0.95856,0.67788,0.95054,0.52988,0.8968,0.0001883,0.0001883,0.0001883
185,2058.65,0.89689,0.53562,0.82868,0.86829,0.93346,0.95987,0.68676,0.97545,0.52716,0.90119,0.0001784,0.0001784,0.0001784
186,2069.65,0.87117,0.52026,0.83995,0.85882,0.92035,0.95934,0.69254,0.98311,0.5485,0.89948,0.0001685,0.0001685,0.0001685
187,2081.74,0.83294,0.51394,0.83279,0.91807,0.89381,0.95989,0.70452,0.98337,0.5537,0.90503,0.0001586,0.0001586,0.0001586
188,2093.77,0.86495,0.51618,0.81642,0.89425,0.90265,0.9548,0.69156,1.00202,0.55902,0.89577,0.0001487,0.0001487,0.0001487
189,2104.68,0.8668,0.51789,0.83513,0.89574,0.9292,0.95991,0.68471,0.99659,0.52485,0.89661,0.0001388,0.0001388,0.0001388
190,2115.52,0.86141,0.516,0.82626,0.90897,0.88367,0.95344,0.68255,0.99679,0.54047,0.88791,0.0001289,0.0001289,0.0001289
191,2127.15,0.87941,0.51915,0.8218,0.88168,0.88496,0.95543,0.66943,0.95828,0.54698,0.89093,0.000119,0.000119,0.000119
192,2138.03,0.85788,0.51728,0.832,0.85795,0.92035,0.95372,0.67736,0.94548,0.54379,0.88909,0.0001091,0.0001091,0.0001091
193,2148.93,0.82631,0.48976,0.82854,0.90836,0.84071,0.94478,0.69038,0.95572,0.54274,0.89387,9.92e-05,9.92e-05,9.92e-05
194,2159.85,0.83042,0.51128,0.82648,0.90126,0.86726,0.95236,0.67973,0.9674,0.54399,0.89158,8.93e-05,8.93e-05,8.93e-05
195,2170.62,0.81382,0.48901,0.82862,0.90245,0.9115,0.96012,0.67491,0.97304,0.54773,0.89859,7.94e-05,7.94e-05,7.94e-05
196,2181.52,0.80924,0.49729,0.81855,0.88124,0.89381,0.96014,0.6961,0.95504,0.54766,0.89673,6.95e-05,6.95e-05,6.95e-05
197,2192.46,0.80351,0.50075,0.83401,0.90168,0.89276,0.95778,0.69945,0.95875,0.54553,0.89676,5.96e-05,5.96e-05,5.96e-05
198,2203.3,0.82236,0.49594,0.83742,0.90235,0.89955,0.95763,0.68811,0.97729,0.56192,0.89081,4.97e-05,4.97e-05,4.97e-05
199,2214.23,0.81591,0.49718,0.82488,0.94169,0.85746,0.95511,0.69222,0.96692,0.5452,0.88901,3.98e-05,3.98e-05,3.98e-05
200,2224.91,0.80295,0.48627,0.82572,0.96858,0.85841,0.96061,0.70248,0.94977,0.53159,0.88748,2.99e-05,2.99e-05,2.99e-05
